41.323;41.344;41.365;41.386;41.406;41.426;41.446;41.465;41.485;41.504;41.523;41.541;41.560;41.578;41.596;41.613;41.631;41.648;41.665;41.682;41.698;41.714;41.730;41.746;41.761;41.777;41.792;41.807;41.821;41.835;41.849;41.863;41.877;41.890;41.903;41.916;41.929;41.941;41.953;41.965;41.977;41.988;41.999;42.010;42.021;42.031;42.042;42.052;42.061;42.071;42.080;42.089;42.098;42.106;42.114;42.122;42.130;42.138;42.145;42.152;42.159;42.165;42.171;42.177;42.183;42.189;42.194;42.199;42.204;42.208;42.213;42.217;42.221;42.224;42.228;42.231;42.233;42.236;42.238;42.240;42.242;42.244;42.245;42.246;42.247;42.248;42.248;42.248;42.248;42.248;42.247;42.246;42.245;42.244;42.242;42.240;42.238;42.236;42.233;42.231;42.228;42.224;42.221;42.217;42.213;42.208;42.204;42.199;42.194;42.189;42.183;42.177;42.171;42.165;42.159;42.152;42.145;42.138;42.130;42.122;42.114;42.106;42.098;42.089;42.080;42.071;42.061;42.052;42.042;42.031;42.021;42.010;41.999;41.988;41.977;41.965;41.953;41.941;41.929;41.916;41.903;41.890;41.877;41.863;41.849;41.835;41.821;41.807;41.792;41.777;41.761;41.746;41.730;41.714;41.698;41.682;41.665;41.648;41.631;41.613;41.596;41.578;41.560;41.541;41.523;41.504;41.485;41.465;41.446
41.442;41.463;41.484;41.505;41.525;41.545;41.565;41.585;41.604;41.623;41.642;41.661;41.679;41.697;41.715;41.733;41.750;41.767;41.784;41.801;41.818;41.834;41.850;41.866;41.881;41.897;41.912;41.926;41.941;41.955;41.969;41.983;41.997;42.010;42.023;42.036;42.049;42.061;42.074;42.085;42.097;42.109;42.120;42.131;42.141;42.152;42.162;42.172;42.182;42.191;42.200;42.209;42.218;42.227;42.235;42.243;42.251;42.258;42.265;42.272;42.279;42.286;42.292;42.298;42.304;42.309;42.315;42.320;42.325;42.329;42.334;42.338;42.341;42.345;42.348;42.351;42.354;42.357;42.359;42.361;42.363;42.365;42.366;42.367;42.368;42.369;42.369;42.369;42.369;42.369;42.368;42.367;42.366;42.365;42.363;42.361;42.359;42.357;42.354;42.351;42.348;42.345;42.341;42.338;42.334;42.329;42.325;42.320;42.315;42.309;42.304;42.298;42.292;42.286;42.279;42.272;42.265;42.258;42.251;42.243;42.235;42.227;42.218;42.209;42.200;42.191;42.182;42.172;42.162;42.152;42.141;42.131;42.120;42.109;42.097;42.085;42.074;42.061;42.049;42.036;42.023;42.010;41.997;41.983;41.969;41.955;41.941;41.926;41.912;41.897;41.881;41.866;41.850;41.834;41.818;41.801;41.784;41.767;41.750;41.733;41.715;41.697;41.679;41.661;41.642;41.623;41.604;41.585;41.565
41.561;41.582;41.603;41.624;41.644;41.664;41.684;41.704;41.723;41.742;41.761;41.780;41.798;41.817;41.835;41.852;41.870;41.887;41.904;41.921;41.937;41.954;41.970;41.986;42.001;42.016;42.032;42.046;42.061;42.075;42.089;42.103;42.117;42.130;42.144;42.156;42.169;42.182;42.194;42.206;42.217;42.229;42.240;42.251;42.262;42.272;42.282;42.292;42.302;42.312;42.321;42.330;42.339;42.347;42.355;42.364;42.371;42.379;42.386;42.393;42.400;42.406;42.413;42.419;42.425;42.430;42.436;42.441;42.445;42.450;42.454;42.458;42.462;42.466;42.469;42.472;42.475;42.478;42.480;42.482;42.484;42.486;42.487;42.488;42.489;42.490;42.490;42.490;42.490;42.490;42.489;42.488;42.487;42.486;42.484;42.482;42.480;42.478;42.475;42.472;42.469;42.466;42.462;42.458;42.454;42.450;42.445;42.441;42.436;42.430;42.425;42.419;42.413;42.406;42.400;42.393;42.386;42.379;42.371;42.364;42.355;42.347;42.339;42.330;42.321;42.312;42.302;42.292;42.282;42.272;42.262;42.251;42.240;42.229;42.217;42.206;42.194;42.182;42.169;42.156;42.144;42.130;42.117;42.103;42.089;42.075;42.061;42.046;42.032;42.016;42.001;41.986;41.970;41.954;41.937;41.921;41.904;41.887;41.870;41.852;41.835;41.817;41.798;41.780;41.761;41.742;41.723;41.704;41.684
41.680;41.701;41.722;41.743;41.763;41.783;41.803;41.823;41.842;41.862;41.881;41.899;41.918;41.936;41.954;41.972;41.989;42.007;42.024;42.040;42.057;42.073;42.089;42.105;42.121;42.136;42.151;42.166;42.181;42.195;42.209;42.223;42.237;42.251;42.264;42.277;42.289;42.302;42.314;42.326;42.338;42.349;42.360;42.371;42.382;42.393;42.403;42.413;42.423;42.432;42.441;42.450;42.459;42.468;42.476;42.484;42.492;42.499;42.507;42.514;42.521;42.527;42.534;42.540;42.545;42.551;42.556;42.561;42.566;42.571;42.575;42.579;42.583;42.587;42.590;42.593;42.596;42.599;42.601;42.603;42.605;42.606;42.608;42.609;42.610;42.610;42.611;42.611;42.611;42.610;42.610;42.609;42.608;42.606;42.605;42.603;42.601;42.599;42.596;42.593;42.590;42.587;42.583;42.579;42.575;42.571;42.566;42.561;42.556;42.551;42.545;42.540;42.534;42.527;42.521;42.514;42.507;42.499;42.492;42.484;42.476;42.468;42.459;42.450;42.441;42.432;42.423;42.413;42.403;42.393;42.382;42.371;42.360;42.349;42.338;42.326;42.314;42.302;42.289;42.277;42.264;42.251;42.237;42.223;42.209;42.195;42.181;42.166;42.151;42.136;42.121;42.105;42.089;42.073;42.057;42.040;42.024;42.007;41.989;41.972;41.954;41.936;41.918;41.899;41.881;41.862;41.842;41.823;41.803
41.799;41.820;41.841;41.862;41.882;41.902;41.922;41.942;41.962;41.981;42.000;42.019;42.037;42.055;42.073;42.091;42.109;42.126;42.143;42.160;42.177;42.193;42.209;42.225;42.241;42.256;42.271;42.286;42.301;42.315;42.330;42.343;42.357;42.371;42.384;42.397;42.410;42.422;42.434;42.446;42.458;42.470;42.481;42.492;42.503;42.513;42.523;42.533;42.543;42.553;42.562;42.571;42.580;42.588;42.597;42.605;42.613;42.620;42.627;42.635;42.641;42.648;42.654;42.660;42.666;42.672;42.677;42.682;42.687;42.692;42.696;42.700;42.704;42.708;42.711;42.714;42.717;42.719;42.722;42.724;42.726;42.727;42.729;42.730;42.731;42.731;42.732;42.732;42.732;42.731;42.731;42.730;42.729;42.727;42.726;42.724;42.722;42.719;42.717;42.714;42.711;42.708;42.704;42.700;42.696;42.692;42.687;42.682;42.677;42.672;42.666;42.660;42.654;42.648;42.641;42.635;42.627;42.620;42.613;42.605;42.597;42.588;42.580;42.571;42.562;42.553;42.543;42.533;42.523;42.513;42.503;42.492;42.481;42.470;42.458;42.446;42.434;42.422;42.410;42.397;42.384;42.371;42.357;42.343;42.330;42.315;42.301;42.286;42.271;42.256;42.241;42.225;42.209;42.193;42.177;42.160;42.143;42.126;42.109;42.091;42.073;42.055;42.037;42.019;42.000;41.981;41.962;41.942;41.922
41.918;41.939;41.960;41.981;42.001;42.022;42.042;42.061;42.081;42.100;42.119;42.138;42.157;42.175;42.193;42.211;42.228;42.246;42.263;42.280;42.296;42.313;42.329;42.345;42.361;42.376;42.391;42.406;42.421;42.435;42.450;42.464;42.477;42.491;42.504;42.517;42.530;42.542;42.555;42.567;42.578;42.590;42.601;42.612;42.623;42.634;42.644;42.654;42.664;42.673;42.683;42.692;42.700;42.709;42.717;42.725;42.733;42.741;42.748;42.755;42.762;42.769;42.775;42.781;42.787;42.793;42.798;42.803;42.808;42.812;42.817;42.821;42.825;42.828;42.832;42.835;42.838;42.840;42.843;42.845;42.847;42.848;42.850;42.851;42.852;42.852;42.853;42.853;42.853;42.852;42.852;42.851;42.850;42.848;42.847;42.845;42.843;42.840;42.838;42.835;42.832;42.828;42.825;42.821;42.817;42.812;42.808;42.803;42.798;42.793;42.787;42.781;42.775;42.769;42.762;42.755;42.748;42.741;42.733;42.725;42.717;42.709;42.700;42.692;42.683;42.673;42.664;42.654;42.644;42.634;42.623;42.612;42.601;42.590;42.578;42.567;42.555;42.542;42.530;42.517;42.504;42.491;42.477;42.464;42.450;42.435;42.421;42.406;42.391;42.376;42.361;42.345;42.329;42.313;42.296;42.280;42.263;42.246;42.228;42.211;42.193;42.175;42.157;42.138;42.119;42.100;42.081;42.061;42.042
42.037;42.058;42.079;42.100;42.120;42.141;42.161;42.181;42.200;42.219;42.239;42.257;42.276;42.294;42.312;42.330;42.348;42.365;42.383;42.400;42.416;42.433;42.449;42.465;42.480;42.496;42.511;42.526;42.541;42.555;42.570;42.584;42.597;42.611;42.624;42.637;42.650;42.663;42.675;42.687;42.699;42.710;42.722;42.733;42.743;42.754;42.764;42.774;42.784;42.794;42.803;42.812;42.821;42.830;42.838;42.846;42.854;42.861;42.869;42.876;42.883;42.889;42.896;42.902;42.908;42.913;42.919;42.924;42.929;42.933;42.938;42.942;42.946;42.949;42.953;42.956;42.959;42.961;42.964;42.966;42.968;42.969;42.971;42.972;42.973;42.973;42.974;42.974;42.974;42.973;42.973;42.972;42.971;42.969;42.968;42.966;42.964;42.961;42.959;42.956;42.953;42.949;42.946;42.942;42.938;42.933;42.929;42.924;42.919;42.913;42.908;42.902;42.896;42.889;42.883;42.876;42.869;42.861;42.854;42.846;42.838;42.830;42.821;42.812;42.803;42.794;42.784;42.774;42.764;42.754;42.743;42.733;42.722;42.710;42.699;42.687;42.675;42.663;42.650;42.637;42.624;42.611;42.597;42.584;42.570;42.555;42.541;42.526;42.511;42.496;42.480;42.465;42.449;42.433;42.416;42.400;42.383;42.365;42.348;42.330;42.312;42.294;42.276;42.257;42.239;42.219;42.200;42.181;42.161
42.156;42.177;42.198;42.219;42.239;42.260;42.280;42.300;42.319;42.339;42.358;42.377;42.395;42.414;42.432;42.450;42.468;42.485;42.502;42.519;42.536;42.552;42.569;42.585;42.600;42.616;42.631;42.646;42.661;42.675;42.690;42.704;42.718;42.731;42.744;42.757;42.770;42.783;42.795;42.807;42.819;42.831;42.842;42.853;42.864;42.874;42.885;42.895;42.905;42.914;42.924;42.933;42.942;42.950;42.959;42.967;42.975;42.982;42.990;42.997;43.004;43.010;43.017;43.023;43.029;43.034;43.040;43.045;43.050;43.054;43.059;43.063;43.067;43.070;43.074;43.077;43.080;43.082;43.085;43.087;43.089;43.090;43.092;43.093;43.094;43.094;43.095;43.095;43.095;43.094;43.094;43.093;43.092;43.090;43.089;43.087;43.085;43.082;43.080;43.077;43.074;43.070;43.067;43.063;43.059;43.054;43.050;43.045;43.040;43.034;43.029;43.023;43.017;43.010;43.004;42.997;42.990;42.982;42.975;42.967;42.959;42.950;42.942;42.933;42.924;42.914;42.905;42.895;42.885;42.874;42.864;42.853;42.842;42.831;42.819;42.807;42.795;42.783;42.770;42.757;42.744;42.731;42.718;42.704;42.690;42.675;42.661;42.646;42.631;42.616;42.600;42.585;42.569;42.552;42.536;42.519;42.502;42.485;42.468;42.450;42.432;42.414;42.395;42.377;42.358;42.339;42.319;42.300;42.280
42.275;42.296;42.317;42.338;42.359;42.379;42.399;42.419;42.439;42.458;42.477;42.496;42.515;42.533;42.552;42.569;42.587;42.605;42.622;42.639;42.656;42.672;42.688;42.704;42.720;42.736;42.751;42.766;42.781;42.795;42.810;42.824;42.838;42.851;42.865;42.878;42.890;42.903;42.915;42.928;42.939;42.951;42.962;42.973;42.984;42.995;43.005;43.015;43.025;43.035;43.044;43.053;43.062;43.071;43.079;43.087;43.095;43.103;43.110;43.117;43.124;43.131;43.137;43.143;43.149;43.155;43.160;43.165;43.170;43.175;43.179;43.184;43.187;43.191;43.194;43.198;43.200;43.203;43.205;43.208;43.209;43.211;43.212;43.214;43.214;43.215;43.215;43.216;43.215;43.215;43.214;43.214;43.212;43.211;43.209;43.208;43.205;43.203;43.200;43.198;43.194;43.191;43.187;43.184;43.179;43.175;43.170;43.165;43.160;43.155;43.149;43.143;43.137;43.131;43.124;43.117;43.110;43.103;43.095;43.087;43.079;43.071;43.062;43.053;43.044;43.035;43.025;43.015;43.005;42.995;42.984;42.973;42.962;42.951;42.939;42.928;42.915;42.903;42.890;42.878;42.865;42.851;42.838;42.824;42.810;42.795;42.781;42.766;42.751;42.736;42.720;42.704;42.688;42.672;42.656;42.639;42.622;42.605;42.587;42.569;42.552;42.533;42.515;42.496;42.477;42.458;42.439;42.419;42.399
42.394;42.415;42.436;42.457;42.478;42.498;42.518;42.538;42.558;42.577;42.597;42.616;42.634;42.653;42.671;42.689;42.707;42.724;42.742;42.759;42.775;42.792;42.808;42.824;42.840;42.856;42.871;42.886;42.901;42.916;42.930;42.944;42.958;42.971;42.985;42.998;43.011;43.023;43.036;43.048;43.060;43.071;43.083;43.094;43.105;43.115;43.126;43.136;43.146;43.155;43.165;43.174;43.183;43.192;43.200;43.208;43.216;43.224;43.231;43.238;43.245;43.252;43.258;43.264;43.270;43.276;43.281;43.286;43.291;43.296;43.300;43.304;43.308;43.312;43.315;43.318;43.321;43.324;43.326;43.329;43.330;43.332;43.333;43.335;43.335;43.336;43.336;43.337;43.336;43.336;43.335;43.335;43.333;43.332;43.330;43.329;43.326;43.324;43.321;43.318;43.315;43.312;43.308;43.304;43.300;43.296;43.291;43.286;43.281;43.276;43.270;43.264;43.258;43.252;43.245;43.238;43.231;43.224;43.216;43.208;43.200;43.192;43.183;43.174;43.165;43.155;43.146;43.136;43.126;43.115;43.105;43.094;43.083;43.071;43.060;43.048;43.036;43.023;43.011;42.998;42.985;42.971;42.958;42.944;42.930;42.916;42.901;42.886;42.871;42.856;42.840;42.824;42.808;42.792;42.775;42.759;42.742;42.724;42.707;42.689;42.671;42.653;42.634;42.616;42.597;42.577;42.558;42.538;42.518
